frame,time_sec,midi,velocity,probe_position,F,dy,v_in,dv,sigma,sample,sample_a,sample_b,sample_c
17,0.000385487528,69,80.000000000000,0.700000000000,399.932198458109,0.001647340537,86.749992009646,-0.984145590170,0.263818380094,0.000000000000,0.000000000000,0.000000000000,0.000000000000
18,0.000408163265,69,80.000000000000,0.700000000000,386.525922790688,0.001622933427,83.828405291651,-0.998889266579,0.261856711378,0.000000000000,0.000000000000,0.000000000000,0.000000000000
19,0.000430839002,69,80.000000000000,0.700000000000,368.444675196256,0.001579624369,81.043487111786,-2.701792487700,0.258339175494,0.000000000000,0.000000000000,0.000000000000,0.000000000000
20,0.000453514739,69,80.000000000000,0.700000000000,538.518162689432,0.002133933092,76.973055043082,49.380800842933,0.300264338796,0.000000000000,0.000000000000,0.000000000000,0.000000000000
21,0.000476190476,69,80.000000000000,0.700000000000,546.996854325637,0.002024918637,72.838536113939,24.234257419502,0.292494123726,0.000000307560,0.000000102520,0.000000102520,0.000000102520
22,0.000498866213,69,80.000000000000,0.700000000000,531.133979186337,0.001924297302,68.823917979500,9.776876535882,0.285134285952,1.027228653431,0.342409551144,0.342409551144,0.342409551144
23,0.000521541950,69,80.000000000000,0.700000000000,511.814121446598,0.001852710144,64.955330515807,2.241973657340,0.279780277314,154.406078338623,51.468692779541,51.468692779541,51.468692779541
24,0.000544217687,69,80.000000000000,0.700000000000,491.037767639088,0.001800778310,61.243782763433,-1.130370928409,0.275831259273,149.936176300049,49.978725433350,49.978725433350,49.978725433350
25,0.000566893424,69,80.000000000000,0.700000000000,469.750815569665,0.001759239632,57.693134119671,-2.364813035842,0.272631389313,144.847057342529,48.282352447510,48.282352447510,48.282352447510
26,0.000589569161,69,80.000000000000,0.700000000000,448.603783462368,0.001722222206,54.302326988436,-2.690653689888,0.269747823341,140.202632904053,46.734210968018,46.734210968018,46.734210968018
27,0.000612244898,69,80.000000000000,0.700000000000,427.955465540512,0.001686897845,51.067591799165,-2.705767204467,0.266967102728,135.875518798828,45.291839599609,45.291839599609,45.291839599609
28,0.000634920635,69,80.000000000000,0.700000000000,407.957283198355,0.001652224158,47.984014450727,-2.639000315911,0.264209141944,131.753334045410,43.917778015137,43.917778015137,43.917778015137
29,0.000657596372,69,80.000000000000,0.700000000000,388.661468368142,0.001617940824,45.046286042805,-2.556128710945,0.261453628432,127.746585845947,42.582195281982,42.582195281982,42.582195281982
30,0.000680272109,69,80.000000000000,0.700000000000,370.087279022177,0.001584042009,42.248952112176,-2.470015206639,0.258700164016,123.799118041992,41.266372680664,41.266372680664,41.266372680664
31,0.000702947846,69,80.000000000000,0.700000000000,352.243775947433,0.001550570443,39.586489708945,-2.382888612325,0.255952341711,119.891029357910,39.963676452637,39.963676452637,39.963676452637
32,0.000725623583,69,80.000000000000,0.700000000000,335.131809820641,0.001517559595,37.053369453309,-2.296743421635,0.253213137295,116.029827117920,38.676609039307,38.676609039307,38.676609039307
33,0.000748299320,69,80.000000000000,0.700000000000,318.742717831978,0.001485026896,34.644127443997,-2.213734986017,0.250484303601,112.235687255859,37.411895751953,37.411895751953,37.411895751953
34,0.000770975057,69,80.000000000000,0.700000000000,303.059542793624,0.001452979095,32.353427951982,-2.135263055680,0.247766758764,108.529186248779,36.176395416260,36.176395416260,36.176395416260
35,0.000793650794,69,80.000000000000,0.700000000000,288.059785710004,0.001421416376,30.176105308671,-2.061877825153,0.245060894263,104.924755096436,34.974918365479,34.974918365479,34.974918365479
36,0.000816326531,69,80.000000000000,0.700000000000,273.718324374956,0.001390335890,28.107183733653,-1.993489791717,0.242366852846,101.429763793945,33.809921264648,33.809921264648,33.809921264648
37,0.000839002268,69,80.000000000000,0.700000000000,260.009684809479,0.001359734988,26.141879993596,-1.929538978283,0.239684799768,98.046306610107,32.682102203369,32.682102203369,32.682102203369
38,0.000861678005,69,80.000000000000,0.700000000000,246.919180659576,0.001329658311,24.275521863139,-1.865305339779,0.237019120850,94.773279190063,31.591093063354,31.591093063354,31.591093063354
39,0.000884353741,69,80.000000000000,0.700000000000,232.655914054832,0.001291345897,22.516973759927,-2.576583575902,0.233579460026,91.608112335205,30.536037445068,30.536037445068,30.536037445068
40,0.000907029478,69,80.000000000000,0.700000000000,250.007098197885,0.001408821006,20.627275360850,11.148436214100,0.243972718790,88.547647476196,29.515882492065,29.515882492065,29.515882492065
41,0.000929705215,69,80.000000000000,0.700000000000,269.355026175436,0.001395761140,18.591334119917,0.675774458160,0.242839264014,85.574398040771,28.524799346924,28.524799346924,28.524799346924
42,0.000952380952,69,80.000000000000,0.700000000000,260.777230218742,0.001361712605,16.620228827259,-1.891174790826,0.239859036875,82.058717727661,27.348495483398,27.352945327759,27.357276916504
43,0.000975056689,69,80.000000000000,0.700000000000,246.733136559040,0.001326787303,14.755276925830,-2.289433683783,0.236763095875,125.881874084473,41.297248840332,41.966495513916,42.618129730225
44,0.000997732426,69,80.000000000000,0.700000000000,232.058349473678,0.001290981784,13.001245561705,-2.385997819157,0.233546527188,-23.186291694641,-8.442905426025,-7.728088855743,-7.015297412872
45,0.001020408163,69,80.000000000000,0.700000000000,217.531500002277,0.001254730830,11.357016536745,-2.401834072201,0.230244169467,-32.166516304016,-10.759409904480,-10.728285789490,-10.678820610046
46,0.001043083900,69,80.000000000000,0.700000000000,203.422368789325,0.001218454935,9.819432494497,-2.371243503889,0.226891429973,-31.959637641907,-10.613131523132,-10.654261589050,-10.692244529724
47,0.001065759637,69,80.000000000000,0.700000000000,189.880075281291,0.001182409557,8.384208947398,-2.316965779367,0.223510187226,-31.918018341064,-10.596187591553,-10.639419555664,-10.682411193848
48,0.001088435374,69,80.000000000000,0.700000000000,176.970305330197,0.001146717735,7.046564916179,-2.254543502741,0.220110936366,-32.280843734741,-10.719278335571,-10.760259628296,-10.801305770874
49,0.001111111111,69,80.000000000000,0.700000000000,164.707073806413,0.001111431886,5.801613489071,-2.191295435839,0.216697939959,-32.825214385986,-10.902362823486,-10.941715240479,-10.981136322021
50,0.001133786848,69,80.000000000000,0.700000000000,153.081370226608,0.001076577725,4.644535860752,-2.129448861147,0.213273085252,-33.382534980774,-11.089060783386,-11.127493858337,-11.165980339050
51,0.001156462585,69,80.000000000000,0.700000000000,142.076697848238,0.001042172626,3.570637917833,-2.069412780884,0.209837540644,-33.859853744507,-11.248689651489,-11.286607742310,-11.324556350708
52,0.001179138322,69,80.000000000000,0.700000000000,131.674092975225,0.001008228647,2.575368885518,-2.011406549341,0.206392006464,-34.222042083740,-11.369846343994,-11.407337188721,-11.444858551025
53,0.001201814059,69,80.000000000000,0.700000000000,121.852547466048,0.000974750424,1.654336780710,-1.955800165115,0.202936456554,-34.469772338867,-11.452957153320,-11.489913940430,-11.526901245117
54,0.001224489796,69,80.000000000000,0.700000000000,112.589092777182,0.000941734871,0.803323229862,-1.902936297856,0.199470043617,-34.565758705139,-11.490086555481,-11.521868705750,-11.553803443909
55,0.001247165533,69,80.000000000000,0.700000000000,103.859350063990,0.000909171942,0.018294128850,-1.853035705180,0.195991108369,-27.512622833252,-9.798900604248,-9.164990425110,-8.548731803894
56,0.001269841270,69,80.000000000000,0.700000000000,95.638373524705,0.000877046368,-0.704596071639,-1.806174273807,0.192497296239,-179.016113281250,-60.351837158203,-59.671348571777,-58.992927551270
57,0.001292517007,69,80.000000000000,0.700000000000,87.901426103919,0.000845339473,-1.369005943929,-1.762303555272,0.188985694535,-184.475784301758,-61.495883941650,-61.498023986816,-61.481876373291
58,0.001315192744,69,80.000000000000,0.700000000000,80.631737029666,0.000814095545,-1.978467297139,-1.715565273209,0.185460337513,-179.900600433350,-59.894573211670,-59.967899322510,-60.038127899170
59,0.001337868481,69,80.000000000000,0.700000000000,73.554721249997,0.000780813135,-2.534436467585,-1.892732473003,0.181629719306,-175.139862060547,-58.305641174316,-58.380020141602,-58.454200744629
60,0.001360544218,69,80.000000000000,0.700000000000,68.957513146961,0.000771648444,-3.055657277464,0.338521694288,0.180560645667,-170.644077301025,-56.810226440430,-56.881320953369,-56.952529907227
61,0.001383219955,69,80.000000000000,0.700000000000,70.528568741558,0.000784011713,-3.588753035147,1.189120883566,0.182001359567,-166.333003997803,-55.375762939453,-55.444297790527,-55.512943267822
62,0.001405895692,69,80.000000000000,0.700000000000,71.870561901911,0.000780038789,-4.131992354134,-0.644767794467,0.181539634287,-162.521305084229,-54.104034423828,-54.173763275146,-54.243507385254
63,0.001428571429,69,80.000000000000,0.700000000000,67.958311846927,0.000756043588,-4.645660622062,-1.544279436459,0.178725604169,-149.080287933350,-49.794284820557,-49.691898345947,-49.594104766846
64,0.001451247166,69,80.000000000000,0.700000000000,61.903129876499,0.000724030245,-5.113560318786,-1.821332041682,0.174900765685,-176.689880371094,-59.042835235596,-58.896152496338,-58.750892639160
65,0.001473922902,69,80.000000000000,0.700000000000,55.460258475040,0.000689282512,-5.532761063117,-1.903201246456,0.170652237407,-179.582080841064,-59.839397430420,-59.862182617188,-59.880500793457
66,0.001496598639,69,80.000000000000,0.700000000000,49.170700625990,0.000653445880,-5.904421687652,-1.925619819323,0.166156818818,-175.963790893555,-58.586067199707,-58.655105590820,-58.722618103027
67,0.001519274376,69,80.000000000000,0.700000000000,43.200630199853,0.000617071377,-6.230957063312,-1.926325307525,0.161465989169,-171.306198120117,-57.024795532227,-57.102157592773,-57.179244995117
68,0.001541950113,69,80.000000000000,0.700000000000,37.608219373974,0.000580362766,-6.515221760016,-1.919388519923,0.156589676688,-166.332687377930,-55.365222930908,-55.444236755371,-55.523227691650
69,0.001564625850,69,80.000000000000,0.700000000000,32.411083940699,0.000543367820,-6.760203498041,-1.911998607823,0.151516634011,-161.243347167969,-53.669242858887,-53.747764587402,-53.826339721680
70,0.001587301587,69,80.000000000000,0.700000000000,27.608624581885,0.000506043792,-6.968885467670,-1.908228816283,0.146220211345,-156.159202575684,-51.976161956787,-52.053039550781,-52.130001068115
71,0.001609977324,69,80.000000000000,0.700000000000,23.192767884568,0.000468288466,-7.144189835656,-1.910599519708,0.140659829704,-151.149612426758,-50.308517456055,-50.383171081543,-50.457923889160
72,0.001632653061,69,80.000000000000,0.700000000000,19.153571649022,0.000429952629,-7.288963619852,-1.921110302692,0.134779444131,-146.246143341064,-48.676475524902,-48.748676300049,-48.820991516113
73,0.001655328798,69,80.000000000000,0.700000000000,15.482022374498,0.000390838576,-7.405985708850,-1.941957076087,0.128502645327,-141.461685180664,-47.084098815918,-47.153861999512,-47.223724365234
74,0.001678004535,69,80.000000000000,0.700000000000,12.171633234289,0.000350689220,-7.497985960054,-1.975891575592,0.121723537412,-136.820594787598,-45.536979675293,-45.606887817383,-45.676727294922
75,0.001700680272,69,80.000000000000,0.700000000000,9.219979265207,0.000309169743,-7.567675901590,-2.026560282218,0.114290951737,-129.149967193604,-43.210094451904,-43.053550720215,-42.886322021484
76,0.001723356009,69,80.000000000000,0.700000000000,6.630650430262,0.000265841122,-7.617794196603,-2.098856233252,0.105980127447,-178.391433715820,-58.375648498535,-59.481555938721,-60.534229278564
77,0.001746031746,69,80.000000000000,0.700000000000,4.415960170234,0.000220122014,-7.651172580354,-2.199513491978,0.096437311819,-33.105773925781,-9.531715393066,-11.034923553467,-12.539134979248
78,0.001768707483,69,80.000000000000,0.700000000000,2.598464751742,0.000171092989,-7.670813281425,-2.350323516378,0.085021637086,-13.495479583740,-4.264778137207,-4.480180740356,-4.750520706177
79,0.001791383220,69,80.000000000000,0.700000000000,1.060556437514,0.000098011616,-7.678829581029,-4.277037125223,0.064350530413,-11.076466560364,-3.683810234070,-3.687910079956,-3.704746246338
80,0.001814058957,69,80.000000000000,0.700000000000,17.744828064212,0.000575669394,-7.812955265565,46.205887789255,0.155955223976,-9.605862617493,-3.212418556213,-3.201457977295,-3.191986083984
81,0.001836734694,69,80.000000000000,0.700000000000,163.405025543603,0.001217895588,-9.048065058034,18.368081628398,0.226839345327,-7.835870742798,-2.620245933533,-2.611974716187,-2.603650093079
82,0.001859410431,69,80.000000000000,0.700000000000,203.184796867589,0.001219161872,-10.583853394146,-2.139275227904,0.226957240643,-5.980114936829,-1.998577117920,-1.993425369263,-1.988112449646
83,0.001882086168,69,80.000000000000,0.700000000000,189.584870457324,0.001179939000,-12.016845612266,-2.605748221592,0.223276561156,-2.938136100769,-1.012595176697,-0.979148864746,-0.946392059326
84,0.001904761905,69,80.000000000000,0.700000000000,175.219578495431,0.001139370203,-13.341256636419,-2.661894791536,0.219404628682,-5.436600685120,-1.880905151367,-1.811883926392,-1.743811607361
85,0.001927437642,69,80.000000000000,0.700000000000,161.247366076600,0.001098638202,-14.560057589379,-2.619586195418,0.215447125888,-9.319246292114,-3.155078887939,-3.106595039368,-3.057572364807
86,0.001950113379,69,80.000000000000,0.700000000000,147.925099394416,0.001057957942,-15.678161137334,-2.566843824676,0.211420725249,-8.502623558044,-2.849165916443,-2.834535598755,-2.818922042847
87,0.001972789116,69,80.000000000000,0.700000000000,135.260363945719,0.001017257109,-16.700537282048,-2.524536147437,0.207314044054,-6.686568260193,-2.234372138977,-2.228974342346,-2.223221778870
88,0.001995464853,69,80.000000000000,0.700000000000,123.215328703976,0.000976450108,-17.631870076485,-2.490224114154,0.203113310894,-4.797641754150,-1.603107452393,-1.599253654480,-1.595280647278
89,0.002018140590,69,80.000000000000,0.700000000000,111.768934145451,0.000935512201,-18.476684393533,-2.457868809997,0.198809935580,-2.949058532715,-0.986862182617,-0.983039855957,-0.979156494141
90,0.002040816327,69,80.000000000000,0.700000000000,100.920023174957,0.000894469135,-19.239496360086,-2.423936344966,0.194399899570,-1.164322853088,-0.392314910889,-0.388127326965,-0.383880615234
91,0.002063492063,69,80.000000000000,0.700000000000,90.675010701479,0.000853362713,-19.924870590634,-2.388069457574,0.189880421873,0.541079521179,0.175601005554,0.180343627930,0.185134887695
92,0.002086167800,69,80.000000000000,0.700000000000,81.037050995787,0.000812221212,-20.537395541471,-2.351860594146,0.185246717147,2.159625053406,0.714486122131,0.719861030579,0.725277900696
93,0.002108843537,69,80.000000000000,0.700000000000,72.001333223982,0.000771044199,-21.081623305825,-2.317445743307,0.180489937180,3.690378189087,1.224098205566,1.230111122131,1.236168861389
94,0.002131519274,69,80.000000000000,0.700000000000,63.555591423192,0.000729800724,-21.562013263672,-2.286606071497,0.175596356967,5.112963676453,1.699478149414,1.704318046570,1.709167480469
95,0.002154195011,69,80.000000000000,0.700000000000,55.682985317093,0.000688433828,-21.982897506432,-2.260541226325,0.170547146668,7.367250442505,2.399473190308,2.454784393311,2.512992858887
96,0.002176870748,69,80.000000000000,0.700000000000,48.365215270944,0.000646867307,-22.348469806288,-2.239881435311,0.165318310314,-2.141542911530,-0.476050376892,-0.718451499939,-0.947041034698
97,0.002199546485,69,80.000000000000,0.700000000000,41.585213358925,0.000605014267,-22.662794926159,-2.224655242060,0.159880745436,29.421630859375,10.190759658813,9.806600570679,9.424270629883
98,0.002222222222,69,80.000000000000,0.700000000000,35.331765923131,0.000562823048,-22.929852869644,-2.211118510962,0.154205297506,39.424113273621,13.238085746765,13.145848274231,13.040179252625
99,0.002244897959,69,80.000000000000,0.700000000000,28.946588838550,0.000509531856,-23.148647947789,-3.145731612112,0.146723280049,41.564363479614,13.846411705017,13.856617927551,13.861333847046
100,0.002267573696,69,80.000000000000,0.700000000000,39.041181552116,0.000694106312,-23.443743802302,18.530827839525,0.171248333382,42.092970848083,13.997318267822,14.031462669373,14.064189910889
101,0.002290249433,69,80.000000000000,0.700000000000,40.436767095240,0.000000000000,-23.749388300377,-82.159877176776,0.000000000000,42.103340148926,13.992448806763,14.034577369690,14.076313972473
102,0.002312925170,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-69.251562677818,0.000000000000,41.821017265320,13.894964218140,13.940373420715,13.985679626465
103,0.002335600907,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-68.776220880943,0.000000000000,45.436822891235,15.097269058228,15.145614624023,15.193939208984
104,0.002358276644,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-68.256941400962,0.000000000000,77.087646484375,25.639892578125,25.695919036865,25.751834869385
105,0.002380952381,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-67.947226129966,0.000000000000,83.911264419556,27.909252166748,27.970434188843,28.031578063965
106,0.002403628118,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-67.730730616050,0.000000000000,78.830123901367,26.221691131592,26.276615142822,26.331817626953
107,0.002426303855,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-67.516901575523,0.000000000000,74.718252182007,24.860401153564,24.905958175659,24.951892852783
108,0.002448979592,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-67.254774652916,0.000000000000,71.256839752197,23.711688995361,23.752191543579,23.792959213257
109,0.002471655329,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-66.924376093345,0.000000000000,68.092388153076,22.659318923950,22.697401046753,22.735668182373
110,0.002494331066,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-66.526568018394,0.000000000000,65.087465286255,21.659170150757,21.695770263672,21.732524871826
111,0.002517006803,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-66.072561823326,0.000000000000,62.191104888916,20.694869995117,20.730323791504,20.765911102295
112,0.002539682540,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-65.575846277671,0.000000000000,59.384103775024,19.760211944580,19.794658660889,19.829233169556
113,0.002562358277,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-65.047712885337,0.000000000000,56.661512374878,18.853599548340,18.887128829956,18.920783996582
114,0.002585034014,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-64.495920740562,0.000000000000,54.018341064453,17.973823547363,18.006082534790,18.038434982300
115,0.002607709751,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-63.925272547203,0.000000000000,51.601276397705,17.161262512207,17.200239181519,17.239774703979
116,0.002630385488,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-63.338553034263,0.000000000000,47.811281204224,15.941846847534,15.936126708984,15.933307647705
117,0.002653061224,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-62.737379633384,0.000000000000,49.319662094116,16.512233734131,16.439069747925,16.368358612061
118,0.002675736961,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-62.114779077964,0.000000000000,52.722419738770,17.617347717285,17.574819564819,17.530252456665
119,0.002698412698,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-61.862391077476,0.000000000000,51.582431793213,17.175392150879,17.195144653320,17.211894989014
120,0.002721088435,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-55.226317011314,0.000000000000,49.110813140869,16.330926895142,16.370628356934,16.409257888794
121,0.002743764172,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-85.574263178306,0.000000000000,46.438488006592,15.435645103455,15.479568481445,15.523274421692
122,0.002766439909,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-41.573387705284,0.000000000000,43.614945411682,14.493345260620,14.538272857666,14.583327293396
123,0.002789115646,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-34.663624369102,0.000000000000,44.936277389526,14.858892440796,14.973774909973,15.103610038757
124,0.002811791383,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-33.952874742942,0.000000000000,17.540832996368,6.881571292877,5.829935073853,4.829326629639
125,0.002834467120,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-33.514196001487,0.000000000000,132.816555023193,45.519630432129,44.274330139160,43.022594451904
126,0.002857142857,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-32.887204729515,0.000000000000,135.392791748047,45.211551666260,45.148365020752,45.032875061035
127,0.002879818594,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-32.152233683067,0.000000000000,132.615211486816,44.122253417969,44.208663940430,44.284294128418
128,0.002902494331,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-31.391752802330,0.000000000000,129.592056274414,43.103744506836,43.197700500488,43.290611267090
129,0.002925170068,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-30.652502619224,0.000000000000,126.805362701416,42.179161071777,42.268367767334,42.357833862305
130,0.002947845805,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-29.954351984459,0.000000000000,124.151630401611,41.298263549805,41.383781433105,41.469585418701
131,0.002970521542,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-29.301610552269,0.000000000000,121.531482696533,40.427082061768,40.510417938232,40.593982696533
132,0.002993197279,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-28.691391550499,0.000000000000,118.882785797119,39.545455932617,39.627536773682,39.709793090820
133,0.003015873016,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-28.118653856712,0.000000000000,116.174751281738,38.643672943115,38.724864959717,38.806213378906
134,0.003038548753,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-27.578663431602,0.000000000000,113.397781372070,37.719112396240,37.799209594727,37.879459381104
135,0.003061224490,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-27.067872606712,0.000000000000,110.808338165283,36.839725494385,36.936195373535,37.032417297363
136,0.003083900227,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-26.583803736168,0.000000000000,105.701278686523,35.000339508057,35.234855651855,35.466083526611
137,0.003106575964,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-26.124761187034,0.000000000000,71.313671112061,23.517059326172,23.771282196045,24.025329589844
138,0.003129251701,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-25.687731348472,0.000000000000,58.960998535156,19.562458038330,19.652126312256,19.746414184570
139,0.003151927438,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-25.327464662986,0.000000000000,59.844987869263,19.919063568115,19.947751998901,19.978172302246
140,0.003174603175,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-24.161928736168,0.000000000000,60.645582199097,20.179332733154,20.215293884277,20.250955581665
141,0.003197278912,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-28.815077387291,0.000000000000,60.823051452637,20.231761932373,20.274429321289,20.316860198975
142,0.003219954649,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-20.474392496544,0.000000000000,60.687305450439,20.185262680054,20.229118347168,20.272924423218
143,0.003242630385,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-17.311384760337,0.000000000000,60.924669265747,20.222860336304,20.306369781494,20.395439147949
144,0.003265306122,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-16.461559854942,0.000000000000,50.852705001831,17.410545349121,16.959606170654,16.482553482056
145,0.003287981859,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-16.121528231102,0.000000000000,117.892440795898,38.006504058838,39.335296630859,40.550640106201
146,0.003310657596,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-15.945544802147,0.000000000000,-17.774468898773,-8.156823158264,-5.924667835236,-3.692977905273
147,0.003333333333,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-15.858212076622,0.000000000000,-43.105000495911,-14.818202972412,-14.404531478882,-13.882266044617
148,0.003356009070,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-15.823926531273,0.000000000000,-44.506871223450,-14.849359512329,-14.846215248108,-14.811296463013
149,0.003378684807,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-15.821434580284,0.000000000000,-43.540046691895,-14.475777626038,-14.514932632446,-14.549336433411
150,0.003401360544,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-15.839484774070,0.000000000000,-42.793773651123,-14.229001998901,-14.264625549316,-14.300146102905
151,0.003424036281,69,80.000000000000,0.700000000000,0.000000000000,0.000000000000,-23.749388300377,-15.872418962913,0.000000000000,-42.301961898804,-14.068637847900,-14.100577354431,-14.132746696472
