partial,f,sigma,r2,fittedFrameCount
1,82.0953,0.209534,0.921801,1271
2,165.536,0.2099,0.778138,1269
3,247.632,0.327199,0.940306,1268
4,329.727,0.19196,0.64252,1274
5,411.823,0.157732,0.777423,1248
6,493.918,0.249843,0.709907,1269
7,577.359,0.204636,0.832142,1272
8,659.454,0.227116,0.794363,1275
9,742.896,0.291696,0.846748,1258
10,824.991,0.195513,0.697539,1272
11,908.432,0.249121,0.827429,1265
12,991.873,0.271619,0.897225,1268
13,1075.31,0.255243,0.811684,1266
14,1158.76,0.369289,0.851469,1244
15,1243.54,0.261404,0.792977,1257
16,1326.98,0.575593,0.918166,753
17,1411.77,0.257021,0.734782,1149
18,1496.56,0.303057,0.846728,1251
19,1581.34,0.302678,0.846237,1265
35,2625.71,0.508457,0.955016,1015
36,2715.88,0.518912,0.931303,864
37,2897.56,0.580179,0.899281,639
39,3264.97,1.04401,0.827725,807
43,3929.81,1.87822,0.747753,401
51,4128.99,0.964035,0.698081,925
