partial,f,sigma,r2,fittedFrameCount
1,68.6371,0.196565,0.723929,1270
4,277.24,0.277741,0.812347,1223
5,345.877,0.196223,0.809374,1273
7,484.497,0.226724,0.900987,1272
8,554.48,0.205346,0.74303,1272
10,693.1,0.223018,0.883209,1271
11,763.083,0.177757,0.760788,1272
12,833.066,0.200836,0.726275,1272
13,903.049,0.194021,0.814603,1274
14,974.377,0.193705,0.600992,1171
15,1044.36,0.269606,0.815494,1266
16,1114.34,0.267523,0.842726,1262
17,1185.67,0.248957,0.813203,1269
18,1255.65,0.29109,0.893561,1265
19,1328.33,0.350289,0.930509,1244
35,2574.56,0.568956,0.957079,933
36,2651.28,0.567869,0.895646,644
37,2727.99,0.600151,0.972843,972
38,2806.05,0.561395,0.966403,930
44,3199.03,0.845365,0.843063,660
49,3935.19,1.751,0.875084,608
58,4017.29,1.00614,0.772296,975
