partial,f,sigma,r2,fittedFrameCount
2,146.695,0.220673,0.71416,1261
3,219.37,0.17559,0.680314,1274
7,514.105,0.184013,0.711385,1271
8,588.126,0.20576,0.744139,1272
9,660.8,0.211758,0.676267,1258
10,734.821,0.226445,0.786747,1269
11,808.841,0.197265,0.639232,1234
12,882.861,0.232611,0.758486,1268
13,956.882,0.249482,0.809675,1269
14,1032.25,0.227935,0.739577,1272
15,1106.27,0.231217,0.715759,1271
16,1181.63,0.375804,0.892132,1120
17,1257,0.300037,0.826931,1032
18,1331.02,0.434053,0.916338,1122
19,1407.73,0.355752,0.969768,1264
35,2733.37,0.539139,0.956353,893
37,2897.56,0.539015,0.956521,983
43,3001.19,0.636744,0.915313,857
45,3481.65,1.39129,0.795002,578
50,4002.48,2.0929,0.911643,520
56,4181.48,2.10921,0.857057,505
59,4274.34,2.14886,0.909592,515
