partial,f,sigma,r2,fittedFrameCount
1,207.257,0.313489,0.677129,1012
2,415.86,0.222967,0.750773,1013
3,623.117,0.285053,0.777336,1011
4,831.72,0.356957,0.800841,998
5,1040.32,0.354532,0.877415,1006
6,1250.27,0.349484,0.788368,998
7,1461.57,0.474011,0.886585,863
8,1674.21,0.477068,0.964738,1015
9,1886.85,0.483305,0.948469,996
10,2100.83,0.543479,0.929013,823
11,2317.51,0.609681,0.948938,832
12,2535.53,0.857901,0.989698,621
13,2756.25,0.833026,0.961926,626
14,2976.97,0.860433,0.927827,500
17,3201.72,1.04038,0.947528,590
18,3427.82,1.51798,0.911343,385
19,4360.47,2.85093,0.876861,300
24,5091.26,3.40291,0.897187,300
